var_uu,var_vv,var_ww,y_plus
-0.020957954666686502,-0.05985320879008384,-0.06653706508095314,0.0
-0.02024362257777158,-0.05837443939769292,-0.05447377194268063,0.0711
-0.011737189609374645,-0.05534579200044066,-0.02987393538677638,0.216
0.019644222110418365,-0.05066671468315441,0.007854683369360967,0.438
0.09798303896383292,-0.04422588038473902,0.059255803498639445,0.74
0.25994537401979756,-0.03577931149949026,0.12576537361837858,1.13
0.5461855536777024,-0.02540700652143197,0.20611359258594344,1.6
0.9698229142804506,-0.012772949243950789,0.3021268508826404,2.16
1.4577031150964013,0.0006282127104867054,0.40188921958519075,2.74
2.0149959387021212,0.014829730746682321,0.5054343897953506,3.34
2.6470494360388885,0.02986600286960357,0.6127972143770062,3.96
3.3593899264126863,0.045772573684383436,0.7240137079561728,4.6
4.157721997494212,0.06258613439632052,0.8391210469209951,5.26
4.97194904131233,0.08034452281087906,0.9554080287769694,5.94
5.733240386165282,0.09935786108093302,1.0714347022296595,6.65
6.4125520856298435,0.11913088431878271,1.1834717030594202,7.37
7.020902685827207,0.1402545029759401,1.2941548688787907,8.12
7.534038206847972,0.1622080358610352,1.4000454229581252,8.88
7.957178814296594,0.18561316053002289,1.503427439106278,9.67
8.311300886207489,0.21084573754527058,1.604699552772995,10.5
8.593175542608332,0.23578927979451147,1.6951885577888084,11.3
8.816696508163119,0.26134434213206237,1.778685984097846,12.1
8.99840669832283,0.2908247448673653,1.86426346727257,13.0
9.106262998505503,0.32107910271443574,1.9409922336465306,13.9
9.140265408711137,0.35210741567327364,2.0088722832197274,14.8
9.130023908678906,0.3831976046575533,2.070826520626451,15.7
9.101481212379195,0.41697967524769175,2.13614263360235,16.7
9.054871935216902,0.4499590260095786,2.1977514533286406,17.7
8.990196077192024,0.48213565694321386,2.255652979805323,18.7
8.907453638304561,0.5135095680485976,2.309847213032396,19.7
8.806644618554515,0.5440807593257296,2.360334153009862,20.7
8.68476779957643,0.5767819283289444,2.4115878632817767,21.8
8.572147895269831,0.6056674079667481,2.4542894874350645,22.8
8.446260924773403,0.6365142941667015,2.496979350300384,23.9
8.31827339871975,0.6663898893744707,2.535183388333677,25.0
8.176254968091818,0.6978736944199588,2.571744456049174,26.2
8.043875371327598,0.7257184084622516,2.600569042160958,27.3
7.901835215464584,0.7549867067817652,2.628298049079461,28.5
7.766834474150819,0.7830990885485967,2.6534886908623787,29.7
7.6388731473863025,0.8100555537627459,2.6761409675097116,30.9
7.508192160504276,0.8379539713571653,2.697816459332289,32.2
