var_uu,var_vv,var_ww,y_plus
-0.04284421565926307,-0.047143375026643605,-0.047869926674871104,0.0
-0.0424539150231915,-0.04708068669410992,-0.04748289145581085,0.00277
-0.04088102825151492,-0.04683103360954579,-0.04594150265490201,0.0138
-0.037220184241187206,-0.0462672628189857,-0.04246047280989914,0.0387
-0.030329910654281006,-0.04526361828933362,-0.03626260016462621,0.083
-0.018635942977338615,-0.04369877140938293,-0.026597004391780754,0.152
0.0003913182591037713,-0.041427400788598426,-0.012562900729999093,0.252
0.029981763903177545,-0.03835452412645109,0.006431935353427903,0.387
0.0747362663641197,-0.034382867040363405,0.03099686587244261,0.561
0.13966477764713345,-0.029504053618228894,0.061194516000792044,0.774
0.2324743502483836,-0.02361561639550682,0.09767307548318956,1.03
0.35709334089763883,-0.016912548112616943,0.1392399859891928,1.32
0.5240764250666604,-0.009242829296922148,0.1868549581896249,1.65
0.7368044835456322,-0.0008247635871329066,0.23918062762067294,2.01
1.017923813729616,0.008827422297547263,0.2992593284886139,2.42
1.3656321566772642,0.01926280328122483,0.364309280286767,2.86
1.8089249974118067,0.03097776756425353,0.4374521830472602,3.35
2.315218855642705,0.043518016336617,0.5143683267864103,3.87
2.870542382739057,0.05714731636148593,0.59474789230484,4.43
3.4771364648037726,0.07189331580142796,0.6780457230109508,5.03
4.137402051232819,0.08778563768776558,0.763677722556601,5.67
4.802698818574357,0.1046034686527457,0.8497635737145396,6.34
5.44392056895869,0.12288224169772902,0.9382142725034883,7.06
6.030644122428056,0.14214943161981605,1.0258784294098526,7.81
6.55903864129184,0.16269447847599033,1.1132832051210237,8.6
7.0216215288066195,0.18455638592415977,1.1996595394452823,9.43
7.411468050018625,0.2077761324909871,1.2841994324343653,10.3
7.712403246816214,0.2321242647579168,1.3651929282958966,11.2
7.924695847766129,0.25956860449556596,1.4474788746596219,12.2
8.034876674963897,0.2846202837564047,1.5146000822527965,13.1
8.106923011510986,0.31569157694263433,1.587713419547851,14.2
8.112646885769525,0.34437020965205356,1.6456620180723545,15.2
8.053193072591224,0.3763919084265462,1.7000355975312083,16.3
7.956091873355308,0.4083352653547528,1.7481797846125358,17.4
7.842848446913445,0.44243609195094885,1.797686703449473,18.6
7.721972138255351,0.4757579913774694,1.8440485657390926,19.8
7.582409308319239,0.5109777180820874,1.890724807601883,21.1
7.433888443004351,0.5452832872056279,1.933709976155669,22.4
7.276409542310691,0.5786746987480912,1.9730040714004518,23.7
7.0967987221164055,0.613612338499007,2.0111929026380184,25.1
6.906798701127803,0.647489771824531,2.0451009624639593,26.5
6.717036335784471,0.6803069987246639,2.0747282508782745,27.9
6.525775798316903,0.7142918086813235,2.1017214283526506,29.4
6.34698727727328,0.7470595449353653,2.1238004549718443,30.9
6.180670772653605,0.7786102074867896,2.1409653307358556,32.4
6.017013434717672,0.8109227618605348,2.1538580452748666,34.0
5.858675960302597,0.8437375656667089,2.1614302464064377,35.7
5.724286287574856,0.8731940537516447,2.16279108693862,37.3
5.597045707443481,0.9029742871259588,2.158110671937937,39.0
5.473703133284619,0.9328023957503915,2.1498306561832057,40.8
5.36254180094049,0.959364145333339,2.1420424854777242,42.5
5.250483906605907,0.9857844475904423,2.13382990444438,44.3
5.138496708551519,1.0117712048330731,2.1251986932021447,46.2
5.032975811158345,1.0358052349350593,2.116606123125657,48.1
4.933921214426386,1.0578865378964017,2.108052194214916,50.0
4.836638972043362,1.0790204202799436,2.099089803823114,52.0
4.746521605739246,1.0979906160810544,2.0901702291274304,54.0
4.663569115514036,1.114797125299734,2.0812934701278643,56.0
4.584180198657491,1.1301152922950055,2.0720189535712676,58.1
4.51269055767794,1.1430479948331467,2.06279164131964,60.2
4.449100192575386,1.1535952329141572,2.053611533372983,62.3
4.390954180812208,1.1620861610438715,2.0440449069895266,64.5
4.341477669104506,1.1679590284088441,2.034530087598372,66.7
4.299021783473542,1.1712995747743855,2.024638169223563,69.0
4.266041446456933,1.1717786456346617,2.0148028746068705,71.3
4.238012906642973,1.1708161891561641,2.0050233199429557,73.6
4.210412412619955,1.1698321535053833,1.9952986214264774,75.9
4.182068263518604,1.1687823267900739,1.9852095955022029,78.3
4.153038718879468,1.1676637719584324,1.9747637084132619,80.8
4.125646142273673,1.1665659733969902,1.9647966311267702,83.2
4.0976078189840734,1.1653974478922933,1.9544777738688524,85.7
4.068984436032067,1.164155136015379,1.9438149139761007,88.3
4.041977792106271,1.1629346002183178,1.9336282714402675,90.8
4.014427355692621,1.1616381976373455,1.923102914858486,93.4
3.986396241293373,1.1602627464663402,1.9122469326608111,96.1
3.9589550047421356,1.1588575576458182,1.9014665461748226,98.8
3.937031616057146,1.1576906018811008,1.89273842068226,101.0
3.907767231054722,1.1560674805043658,1.8809173156747896,104.0
3.879231090309102,1.1544076459800796,1.8691895387064377,107.0
3.8514231938202834,1.1527110983082425,1.857555089777205,110.0
3.8243435415882674,1.1509778374888544,1.8460139688870907,113.0
3.7979921336130555,1.1492078635219152,1.8345661760360956,116.0
3.780829108438916,1.1480074846842052,1.826986163046054,118.0
3.7556914408917073,1.146176322138014,1.815693916926923,121.0
3.731282017601303,1.144308446444272,1.8044949988469114,124.0
3.7076008385677004,1.1424038576029791,1.7933894088060183,127.0
3.6771587575890345,1.1398072964739538,1.7787271323679013,131.0
3.6551768151546384,1.1378170436217083,1.7678393077516183,134.0
3.6339231169770456,1.135790077621912,1.7570448111744543,137.0
3.6133976630562556,1.1337263984745645,1.7463436426364094,140.0
3.5936004533922685,1.1316260061796661,1.7357358021374834,143.0
3.574531487985083,1.1294889007372166,1.7252212896776757,146.0
3.5502390251749745,1.1265823174733158,1.7113471166810061,150.0
3.5328692963669965,1.124359548019914,1.7010503696458092,153.0
3.5162278118158206,1.122100065418961,1.690846950649731,156.0
3.4951719901470577,1.1190303126103889,1.6773875689380335,160.0
3.480229742195089,1.1166851659984838,1.667401915366566,163.0
3.46566572067531,1.1143033062390275,1.6575095898342171,166.0
3.4462909053718414,1.111070383885784,1.644464999407492,170.0
3.4317927039364156,1.1086028601153752,1.6347904392997534,173.0
3.4125056487454164,1.1052557190808623,1.6220362027725093,177.0
3.3980732673943423,1.1027025312995011,1.6125794080893816,180.0
3.378873972315813,1.0992411715837178,1.6001155254616175,184.0
3.3597248258729797,1.0957145440500662,1.587817559347843,188.0
3.3453958760830314,1.0930267413943513,1.5787029674748174,191.0
3.326334489752668,1.08938589517943,1.5666953552605234,195.0
