var_uu,var_vv,var_ww,y_plus
-0.03358138706468557,-0.024482022925305106,-0.056390290460691175,0.0
-0.03336573208940469,-0.02447630816619206,-0.055962180416241764,0.00243
-0.03248878407444281,-0.02445330908428029,-0.0542589539757737,0.0121
-0.03039184479875351,-0.02439969989971565,-0.05040398768050487,0.034
-0.026299001434763096,-0.024299535336583404,-0.0435823341295988,0.0728
-0.018861760295170043,-0.024128068422693733,-0.03284358388911196,0.134
-0.0062213817498919435,-0.023855926968638884,-0.017622329512222874,0.221
0.014999860846695771,-0.023429711099337086,0.003112719409791605,0.34
0.04895864571456139,-0.02279008663934827,0.029628060851258103,0.493
0.10066072042932317,-0.02186832911765044,0.06181568943276245,0.68
0.17622422091673665,-0.02058044195855,0.09954359857946521,0.901
0.2847188507129391,-0.01879737283688325,0.14332846508811264,1.16
0.4262147324944767,-0.016537425751229885,0.19014121536421277,1.44
0.6208171896993542,-0.013430682160276878,0.24461681084586398,1.77
0.8556697917762972,-0.009611608271605678,0.301570387137565,2.12
1.1599417444313973,-0.004586394238304037,0.36562207462480867,2.52
1.5206048824423593,0.0014484012649563505,0.43168459162705847,2.94
1.9640160995388993,0.008949252341713284,0.5026380151060981,3.4
2.4920021383429467,0.01796425543735483,0.5766080288956434,3.89
3.0826481028883017,0.028905502958332,0.6547457297496515,4.42
3.6817555335048455,0.04181008204735728,0.7351941034016547,4.98
4.285200725249954,0.05689994024637027,0.8176043435513536,5.57
4.898114205230954,0.07470518968650412,0.9029420705866731,6.2
5.5053834621540085,0.09523297220719382,0.9893973314086463,6.86
6.11051081423045,0.11910103398887005,1.0777980232826594,7.56
6.680665221021182,0.14494485486979167,1.16636021080338,8.29
7.189247145851309,0.1714845989168421,1.2546119249254801,9.05
7.630915553784205,0.19901764168147518,1.3431552171144927,9.85
7.9949097245993315,0.2278180134747851,1.4323402922195774,10.7
8.238406814671375,0.2544974352622649,1.511674788463666,11.5
8.397491754514887,0.2840170726159658,1.5955891809065483,12.4
8.489089282456494,0.31620232124510633,1.6821998521958543,13.4
