var_uu,var_vv,var_ww,y_plus
-0.02955345415768814,-0.03058594519064361,-0.0219083799246862,0.0
-0.029346517030964504,-0.030569583172402298,-0.021547731397422287,0.0027
-0.028498099710275386,-0.03050389643845865,-0.02010551660372712,0.0135
-0.02647694453912921,-0.030355323037717086,-0.01687609072588151,0.0377
-0.022456168135613838,-0.030085334951070918,-0.011118740260111944,0.0809
-0.015161739780879159,-0.029653863497028296,-0.0021954438433734076,0.148
-0.0023603724413217113,-0.029004071032031464,0.010662693657618757,0.245
0.019345208915585166,-0.028070336956417207,0.028081723712319078,0.377
0.054577397589373786,-0.026783761863424686,0.05038175614860143,0.547
0.10883086588921108,-0.02508089925426057,0.0774619523973852,0.755
0.18846858178453302,-0.022893451508739913,0.10907055878073817,1.0
0.30032204172465615,-0.020152885961823613,0.14481224306411622,1.28
0.45537275837567265,-0.016706524988928235,0.18516037230540133,1.6
0.6588884414154914,-0.012428654165200222,0.22991514252870623,1.96
0.9149307474945788,-0.007177844762679325,0.2788517742611578,2.36
1.2252953853700674,-0.0009490126988465058,0.3305301372408065,2.79
1.6061545880171577,0.006551657084121107,0.38591530696401555,3.26
2.0686079382803584,0.015508807647727198,0.44471382134120035,3.77
2.624699664352646,0.02612279635658212,0.5066072427857906,4.32
3.223908321973249,0.03838855847244847,0.5701715710443069,4.9
3.8232936442233023,0.052718093707764084,0.636184045062864,5.52
4.4146260170270315,0.06935497376068275,0.7042575446381806,6.18
4.981319086256215,0.0882728541075101,0.7730018905022791,6.87
5.530551483449463,0.11029376988523344,0.8439746824845122,7.61
6.037745137631079,0.1351106567649244,0.9147998529063843,8.38
6.493686538591794,0.16168326718264073,0.9852786756607462,9.18
6.884344143551795,0.1884645877602107,1.0543994403330237,10.0
7.223755871649805,0.21732779816850994,1.1266278884966188,10.9
7.469652561912781,0.24563539260048087,1.1950514236712582,11.8
7.6331929758552395,0.2764366269353719,1.2666150215943046,12.8
7.681282725803824,0.3065519156204748,1.333481196074196,13.8
7.660830135652856,0.33598125865578954,1.3956499471109323,14.8
7.6133449977697465,0.3675612687691304,1.4586100491744978,15.9
7.539682700278308,0.3983112846462276,1.5158862688718457,17.0
7.439843243178536,0.4282313062870813,1.567478606202976,18.1
7.301072529433745,0.4599247248985773,1.6172787116672007,19.3
7.131148832353423,0.49063038177437857,1.660314527373282,20.5
6.94859581978819,0.5203482769144848,1.698375316421508,21.7
6.757481669088557,0.5514280016353609,1.7360127922091393,23.0
6.573285195818138,0.5813484782080949,1.769911420488238,24.3
6.3826561005453835,0.6122740926237089,1.8022363208887313,25.7
6.200049873770412,0.641855253565738,1.8302250431136484,27.1
6.0254665154932265,0.6700919610341822,1.8538775871629902,28.5
5.847315845391485,0.6988536443906548,1.8744077682710205,30.0
5.67837510086118,0.726071950035104,1.8899601938203536,31.5
5.51864428190231,0.7517468779675297,1.9005348638109905,33.0
5.358416126309364,0.7774323225506425,1.9063279190074174,34.6
5.208666819366584,0.8013617462702978,1.906457394545949,36.2
5.069396361073972,0.8235351491264951,1.9009232904265851,37.8
4.930450623109893,0.8457094609835014,1.8920493079042355,39.5
4.798429356398656,0.8669796876525242,1.8832048849773464,41.2
4.666189566886569,0.8885156825539297,1.8738724208145165,43.0
4.541712852412269,0.9090381009816101,1.8645730961289504,44.8
4.42499921297576,0.9285469429355651,1.8553069109206486,46.6
4.316048648577038,0.9470422084157946,1.8460738651896105,48.4
4.2094672530567285,0.9654653833038318,1.8363638247150533,50.3
4.111535456575435,0.9827592337875025,1.826690708164238,52.2
4.017793797191296,0.9997432411727981,1.8165483703275325,54.2
3.9336361810636853,1.0154759195781857,1.8064469454257206,56.2
3.8590626081926045,1.029957269003666,1.7963864334588031,58.2
3.7940730785780508,1.0431872894492382,1.7863668344267796,60.2
3.7323234099348546,1.0557320681024636,1.7758902879893343,62.3
3.6734891707764707,1.0668972565553403,1.7654588480626092,64.4
3.614980281105592,1.0771144241300892,1.754579052446791,66.6
3.5596710918216736,1.0858174836391496,1.743748761482194,68.8
3.507561602924715,1.0930064350825217,1.7329679751688187,71.0
