y_plus,uu_yhat,vv_yhat,ww_yhat,uu_y,vv_y,ww_y
144.0,0.6245395001657408,0.5686956187140403,0.5807648811202188,0.8806202994282447,0.4486894072707974,0.48905214310533907
4120.0,1.2686719030242002,0.37959012148037513,0.5717379754954247,1.0985566561574658,0.5467845096956001,0.5906576549610427
1270.0,1.5043588831473662,0.667377023560227,0.8482640932924065,1.6119652916497362,0.6342268738706281,0.7659064381960092
40.7,6.168475316116998,1.1433912130083108,2.228133470874691,6.138206072042689,0.9496824738888557,2.413987673308935
11.5,8.19216700709177,0.07632813738791011,1.6715048555203191,8.238406814671375,0.2544974352622649,1.511674788463666
255.0,5.507329257407466,1.2239299085733517,2.148740834019182,5.3647300421809145,1.261248220005015,2.246188215467728
156.0,0.5379677065784692,0.5178412368762056,0.5221910565453253,0.7659176023137649,0.4083675820968443,0.4348978158071387
886.0,0.5999904964394976,0.5316162839009212,0.5463932196595809,0.8269726236527466,0.4344526625539985,0.44974861649047826
1200.0,1.5826912461275429,0.7373024830384591,0.920006270833998,1.7392088587913515,0.6648747579536873,0.825437422829707
87.5,4.793524373065477,1.4074603518352757,2.139015275099247,4.858692081591021,1.2414894826398961,2.253691936488918
2880.0,2.222585367146821,0.49166491301514015,0.8657497198380395,1.9148563692198626,0.7346589178601325,0.9339375248260984
742.0,1.9955905446734012,1.3751628511919125,1.5092466041346857,2.7534175452532965,0.905610742320036,1.2187689531883068
347.0,1.799582988597882,1.4527282365258554,1.5276887748762622,2.6381925872859653,0.9119522640301907,1.2184310611557956
4130.0,1.2549468845562153,0.3889468358013159,0.576106279642469,1.0930234141658957,0.5456207208019911,0.5887881634056553
673.0,2.0891687164620767,1.4683296828134231,1.6025016007244999,2.933531170163934,0.9479253815768367,1.2777831875953405
1.7,0.47517707814521626,-0.059056829248781834,0.05187975110356559,0.46073363457161026,-0.02135648482014158,0.13774352015161506
1900.0,0.5713501041455843,0.5668372958093838,0.5678126000450319,0.7980779466187072,0.43172678739362796,0.452372329664507
359.0,1.000489630837232,0.7193785985674008,0.780131770595367,1.2643130578167072,0.5709042554840897,0.6907181557777891
2370.0,2.3893537860827814,0.781589156600464,1.129057057316754,2.3495131850240165,0.837014613109177,1.106939661571494
1220.0,3.3432686082535263,1.2300114023164117,1.6867199894300613,3.6132689180490107,1.109181179673126,1.5409920376479769
71.0,2.648133728373552,1.737531714447899,1.9343345571785484,3.507561602924715,1.0930064350825217,1.7329679751688187
1040.0,3.709469973488402,1.2045950491547779,1.7459349773568196,3.884032011211024,1.1455667283029325,1.6318840387193994
276.0,3.1448167151115407,1.7801349528411001,2.0750483320473583,4.099013560351407,1.1685252024901391,1.7576516860979703
4070.0,1.3347607530692889,0.3569586033934178,0.5682806435372929,1.1264621836877127,0.5526877727159493,0.6002379188382261
376.0,0.9410610514484876,0.6702005628271447,0.7287383857243673,1.180202928713446,0.546991315201524,0.6490246456685667
0.478,0.01202792935803156,0.013293969896477744,0.014278100745490695,0.024814021728724545,-0.03744119934189556,0.04654712870440172
915.0,1.8103887899249442,1.131439441598752,1.2781717684763034,2.333280477429065,0.8064791268216095,1.0705257968982382
4540.0,0.7868870846545764,0.5432265614772886,0.5958863538681347,0.9008175898825459,0.5027452610662624,0.5255020797889564
2.61,0.9300797978858193,-0.021433972494379783,0.15335417460856046,1.0056035034468258,-0.008199875581644546,0.2030768009278804
4110.0,1.2865268146590232,0.36741794776418524,0.5660552375767915,1.1041058526538623,0.5479539198260295,0.5925426669231131
1020.0,1.7079523166515242,0.9882542113866741,1.143793471961801,2.100213210955862,0.7511663446030364,0.9803564522250138
64.5,6.121184113819797,1.4041771312952762,2.414638754884926,6.00906765960149,1.2133759989178612,2.6965989267574715
331.0,5.26156030905616,1.2454747188927975,2.112964972051043,5.208906704216974,1.2514349930627091,2.1244561019093795
66.6,2.7380556427312355,1.7547100361143169,1.9672343211544476,3.614980281105592,1.0771144241300892,1.754579052446791
834.0,1.8894313703024355,1.2457268605771357,1.384841769120428,2.524393678238466,0.8516542093664039,1.1399842690381725
42.4,6.12740351063319,1.1152482880243784,2.197348201342431,6.0251392384020654,0.9757384841480629,2.414718213097095
71.5,5.960311062576686,1.4571782563716755,2.422510681051638,5.8747352987559935,1.247073470082891,2.6757991215557677
162.0,1.8176774139909162,1.429179714229419,1.513142871779664,2.5024694182534652,0.9315733924906838,1.330340568684097
338.0,5.29239114350812,1.2020202196620966,2.0855886368297827,5.194510760651702,1.2505498285020258,2.1148557536095423
5180.0,0.5793333343783954,0.579333332620886,0.5793333330007182,0.7746245482364994,0.4547050698777808,0.4788626132816416
445.0,5.0923251007876225,1.1364719537622443,1.991202945450134,4.973539032235306,1.2374117505244626,2.001947470942632
1880.0,0.576972541108091,0.568610086230677,0.5704173726612318,0.8147502930306427,0.43612670710650214,0.4560609592066014
3050.0,2.185077331715063,0.39390843503286144,0.7810142332520749,1.7847067259740257,0.7037894276592274,0.8777930290485825
1530.0,1.116868499476893,0.5391363704178643,0.6639951301052425,1.2038042607316575,0.5346589703358455,0.58711165091415
493.0,4.990388608319652,1.1274543964554373,1.9621569952249116,4.874607003086442,1.23161459343411,1.9679465371002958
4000.0,1.4272175400121148,0.3275628697606705,0.5652195902272144,1.1662000114327695,0.5611884328908892,0.6143021453469748
4620.0,0.7214176227569264,0.5631935313785396,0.597388845864534,0.8733621416125161,0.49548108011996406,0.5161955753785196
5.79,3.4531728182458385,-0.06766913604164082,0.6744963177958009,3.489126195551405,0.04567728406313888,0.4140956767031425
15.2,7.991582219954585,0.21095272618619676,1.8774650538592186,8.112646885769525,0.34437020965205356,1.6456620180723545
1850.0,2.674916320259521,1.0465861313965905,1.398497548343888,2.8609676078776602,0.9564309549795232,1.290389846631165
306.0,2.939274479071477,1.83056485783105,2.070160663097472,4.003786961129669,1.1561288660678561,1.7053487188684227
437.0,5.101296825799289,1.1527846239219204,2.005918550278789,4.990119981513351,1.238368565559548,2.008192031869827
62.3,4.832210574660788,1.0221853243270316,1.8456041010121798,4.449100192575386,1.1535952329141572,2.053611533372983
2650.0,2.3077961838413885,0.6129587392960477,0.9792450768625633,2.1026687629023244,0.7790092911869115,1.0111097081155804
10.9,7.122506051233121,-0.047057225289197646,1.484551174056077,7.223755871649805,0.21732779816850994,1.1266278884966188
1430.0,3.09138214704688,1.1774975111643382,1.5911203417887816,3.331928027716978,1.0616806973350588,1.4472778596783205
2120.0,2.5258712587847634,0.9015405134008461,1.2525882278143903,2.586800258378597,0.8925291485046215,1.1942476391815244
936.0,1.791891995443129,1.0992031182934112,1.2489048862634595,2.2853418050974503,0.7951232468968128,1.0525037226918874
82.3,1.2203792328591718,1.0964143649352467,1.123206402205581,1.881527550647287,0.6212878297554001,0.8985773965866721
5150.0,0.5793358423080001,0.5793316228974026,0.5793325347945972,0.7757682372293673,0.4564426106706871,0.4796287210626651
1640.0,2.85643745377798,1.1246460269973575,1.4989165192246627,3.087058230677733,1.0089654633729686,1.366495031032063
3570.0,1.8719638997229706,0.27102069126929684,0.6170154090077324,1.4274549031265544,0.6194496035472978,0.7173811167993734
2.16,0.40161183503946996,0.351650146973993,0.38673801798653695,0.9698229142804506,-0.012772949243950789,0.3021268508826404
