y_plus,k,ω,λ
3790.0,1.26,0.6923076923076923,0.0007
3800.0,1.26,0.6923076923076923,0.000696
3810.0,1.25,0.6868131868131868,0.000692
3820.0,1.25,0.6868131868131868,0.000688
3830.0,1.24,0.6813186813186813,0.000684
3840.0,1.24,0.6813186813186813,0.00068
3850.0,1.23,0.6758241758241758,0.000676
3860.0,1.23,0.6758241758241758,0.000672
3870.0,1.22,0.6703296703296703,0.000668
3880.0,1.22,0.6703296703296703,0.000664
3890.0,1.21,0.6648351648351648,0.00066
3900.0,1.21,0.6648351648351648,0.000655
3910.0,1.2,0.6593406593406593,0.000651
3920.0,1.2,0.6593406593406593,0.000647
3930.0,1.19,0.6538461538461537,0.000643
3940.0,1.19,0.6538461538461537,0.000638
3950.0,1.19,0.6538461538461537,0.000634
3960.0,1.18,0.6483516483516483,0.000629
3970.0,1.18,0.6483516483516483,0.000625
3980.0,1.17,0.6428571428571428,0.00062
3990.0,1.17,0.6428571428571428,0.000616
4000.0,1.16,0.6373626373626373,0.000612
4010.0,1.16,0.6373626373626373,0.000607
4020.0,1.15,0.6318681318681318,0.000603
4030.0,1.15,0.6318681318681318,0.000599
4040.0,1.14,0.6263736263736263,0.000594
4050.0,1.14,0.6263736263736263,0.00059
4060.0,1.14,0.6263736263736263,0.000585
4070.0,1.13,0.6208791208791208,0.00058
4080.0,1.13,0.6208791208791208,0.000576
4090.0,1.12,0.6153846153846154,0.000571
4100.0,1.12,0.6153846153846154,0.000566
4110.0,1.11,0.6098901098901099,0.000562
4120.0,1.11,0.6098901098901099,0.000557
4130.0,1.11,0.6098901098901099,0.000553
4140.0,1.1,0.6043956043956045,0.000548
4150.0,1.1,0.6043956043956045,0.000543
4160.0,1.09,0.5989010989010989,0.000538
4170.0,1.09,0.5989010989010989,0.000533
4180.0,1.08,0.5934065934065934,0.000529
4190.0,1.08,0.5934065934065934,0.000524
4200.0,1.08,0.5934065934065934,0.000519
4210.0,1.07,0.5879120879120879,0.000514
4220.0,1.07,0.5879120879120879,0.000509
4230.0,1.07,0.5879120879120879,0.000505
4240.0,1.06,0.5824175824175825,0.0005
4250.0,1.06,0.5824175824175825,0.000495
4260.0,1.05,0.576923076923077,0.00049
4270.0,1.05,0.576923076923077,0.000486
4290.0,1.05,0.576923076923077,0.000481
4300.0,1.04,0.5714285714285714,0.000476
4310.0,1.04,0.5714285714285714,0.000471
4320.0,1.04,0.5714285714285714,0.000466
4330.0,1.03,0.5659340659340659,0.000461
4340.0,1.03,0.5659340659340659,0.000456
4350.0,1.02,0.5604395604395604,0.000451
4360.0,1.02,0.5604395604395604,0.000446
4370.0,1.02,0.5604395604395604,0.000441
4380.0,1.01,0.554945054945055,0.000436
4390.0,1.01,0.554945054945055,0.000431
4400.0,1.01,0.554945054945055,0.000426
4410.0,1.0,0.5494505494505494,0.000421
4420.0,1.0,0.5494505494505494,0.000416
4430.0,0.997,0.5478021978021977,0.00041
4440.0,0.994,0.5461538461538461,0.000405
4450.0,0.991,0.5445054945054945,0.0004
4460.0,0.987,0.5423076923076923,0.000395
4470.0,0.984,0.5406593406593406,0.00039
4480.0,0.981,0.539010989010989,0.000384
4490.0,0.978,0.5373626373626373,0.000379
4500.0,0.975,0.5357142857142857,0.000374
4510.0,0.972,0.5340659340659341,0.000369
4520.0,0.969,0.5324175824175824,0.000364
4530.0,0.966,0.5307692307692308,0.000358
4540.0,0.963,0.5291208791208791,0.000353
4550.0,0.96,0.5274725274725275,0.000348
4560.0,0.957,0.5258241758241757,0.000343
4570.0,0.954,0.5241758241758241,0.000337
4580.0,0.952,0.523076923076923,0.000332
4590.0,0.949,0.5214285714285714,0.000326
4600.0,0.946,0.5197802197802197,0.000321
4610.0,0.944,0.5186813186813186,0.000315
4620.0,0.941,0.517032967032967,0.00031
4630.0,0.938,0.5153846153846153,0.000304
4640.0,0.936,0.5142857142857143,0.000299
4650.0,0.933,0.5126373626373627,0.000294
4660.0,0.931,0.5115384615384615,0.000288
4670.0,0.929,0.5104395604395604,0.000283
4680.0,0.926,0.5087912087912088,0.000278
4700.0,0.924,0.5076923076923077,0.000272
4710.0,0.922,0.5065934065934066,0.000267
4720.0,0.919,0.5049450549450549,0.000261
4730.0,0.917,0.5038461538461538,0.000256
4740.0,0.915,0.5027472527472527,0.00025
4750.0,0.913,0.5016483516483516,0.000244
4760.0,0.911,0.5005494505494505,0.000239
4770.0,0.909,0.49945054945054945,0.000233
4780.0,0.907,0.49835164835164836,0.000228
4790.0,0.905,0.49725274725274726,0.000222
4800.0,0.903,0.49615384615384617,0.000216
4810.0,0.901,0.4950549450549451,0.00021
4820.0,0.9,0.4945054945054945,0.000205
4830.0,0.898,0.4934065934065934,0.000199
4840.0,0.896,0.4923076923076923,0.000193
4850.0,0.895,0.49175824175824173,0.000187
4860.0,0.893,0.49065934065934064,0.000181
4870.0,0.891,0.48956043956043954,0.000175
4880.0,0.89,0.489010989010989,0.000169
4890.0,0.889,0.48846153846153845,0.000164
4900.0,0.887,0.48736263736263735,0.000158
4910.0,0.886,0.4868131868131868,0.000152
4920.0,0.885,0.48626373626373626,0.000147
4930.0,0.883,0.48516483516483516,0.000141
4940.0,0.882,0.4846153846153846,0.000135
4950.0,0.881,0.48406593406593407,0.000129
4960.0,0.88,0.4835164835164835,0.000124
4970.0,0.879,0.48296703296703297,0.000118
4980.0,0.878,0.4824175824175824,0.000113
4990.0,0.877,0.4818681318681319,0.000107
5000.0,0.876,0.48131868131868133,0.000101
5020.0,0.875,0.4807692307692307,9.56e-5
5030.0,0.874,0.4802197802197802,8.98e-5
5040.0,0.874,0.4802197802197802,8.39e-5
5050.0,0.873,0.47967032967032963,7.8e-5
5060.0,0.872,0.4791208791208791,7.21e-5
5070.0,0.872,0.4791208791208791,6.63e-5
5080.0,0.871,0.47857142857142854,6.05e-5
5090.0,0.871,0.47857142857142854,5.49e-5
5100.0,0.87,0.478021978021978,4.92e-5
5110.0,0.87,0.478021978021978,4.35e-5
5120.0,0.87,0.478021978021978,3.78e-5
5130.0,0.869,0.47747252747252744,3.2e-5
5140.0,0.869,0.47747252747252744,2.62e-5
5150.0,0.869,0.47747252747252744,2.04e-5
5160.0,0.869,0.47747252747252744,1.45e-5
5170.0,0.869,0.47747252747252744,8.72e-6
5180.0,0.869,0.47747252747252744,2.91e-6
